Filename,Cyclomatic Complexity,Halstead Metrics,Maintainability Index,Source Lines of Code (SLOC),Comments Ratio,Number of Parameters,Afferent Coupling,Efferent Coupling,Instability,Syntax Errors
solution_736.py,0,"{'h1': 2, 'h2': 8, 'N1': 2, 'N2': 17, 'vocabulary': 10, 'length': 19, 'volume': 63.11663380285988, 'difficulty': 2.125, 'effort': 134.12284683107725, 'time': 7.4512692683931805, 'bugs': 0.021038877934286628}",82.51037455,5,0,0,0,1,1,0
solution_737.py,0,"{'h1': 1, 'h2': 15, 'N1': 1, 'N2': 25, 'vocabulary': 16, 'length': 26, 'volume': 104.0, 'difficulty': 0.8333333333333334, 'effort': 86.66666666666667, 'time': 4.814814814814815, 'bugs': 0.034666666666666665}",100,8,0,0,0,1,1,0
solution_738.py,0,"{'h1': 2, 'h2': 13, 'N1': 4, 'N2': 25, 'vocabulary': 15, 'length': 29, 'volume': 113.29982727264704, 'difficulty': 1.9230769230769231, 'effort': 217.88428321662892, 'time': 12.104682400923828, 'bugs': 0.03776660909088234}",75.15517382,8,0,0,0,0,0,0
solution_739.py,0,"{'h1': 1, 'h2': 14, 'N1': 7, 'N2': 42, 'vocabulary': 15, 'length': 49, 'volume': 191.4376391848174, 'difficulty': 1.5, 'effort': 287.15645877722613, 'time': 15.953136598734785, 'bugs': 0.06381254639493913}",100,17,0,0,0,1,1,0
solution_74.py,0,"{'h1': 2, 'h2': 9, 'N1': 3, 'N2': 19, 'vocabulary': 11, 'length': 22, 'volume': 76.10749561002054, 'difficulty': 2.111111111111111, 'effort': 160.67137962115447, 'time': 8.926187756730805, 'bugs': 0.025369165203340177}",76.79274342,5,0,0,0,0,0,0
solution_740.py,0,"{'h1': 1, 'h2': 8, 'N1': 1, 'N2': 17, 'vocabulary': 9, 'length': 18, 'volume': 57.05865002596162, 'difficulty': 1.0625, 'effort': 60.62481565258422, 'time': 3.3680453140324564, 'bugs': 0.019019550008653872}",100,8,0,0,0,1,1,0
solution_741.py,3,"{'h1': 5, 'h2': 15, 'N1': 9, 'N2': 39, 'vocabulary': 20, 'length': 48, 'volume': 207.45254855459342, 'difficulty': 6.5, 'effort': 1348.4415656048573, 'time': 74.91342031138096, 'bugs': 0.0691508495181978}",63.73888318,11,0,1,0,0,0,0
solution_742.py,0,"{'h1': 1, 'h2': 17, 'N1': 6, 'N2': 48, 'vocabulary': 18, 'length': 54, 'volume': 225.17595007788486, 'difficulty': 1.411764705882353, 'effort': 317.8954589334845, 'time': 17.66085882963803, 'bugs': 0.07505865002596163}",100,17,0,0,0,1,1,0
solution_743.py,1,"{'h1': 2, 'h2': 21, 'N1': 5, 'N2': 40, 'vocabulary': 23, 'length': 45, 'volume': 203.5602880225656, 'difficulty': 1.9047619047619047, 'effort': 387.73388194774395, 'time': 21.540771219319108, 'bugs': 0.0678534293408552}",68.31397302,10,0,1,0,1,1,0
solution_744.py,0,"{'h1': 3, 'h2': 13, 'N1': 7, 'N2': 42, 'vocabulary': 16, 'length': 49, 'volume': 196.0, 'difficulty': 4.846153846153847, 'effort': 949.8461538461539, 'time': 52.769230769230774, 'bugs': 0.06533333333333333}",70.53330825,7,0,0,0,0,0,0
solution_745.py,0,"{'h1': 1, 'h2': 6, 'N1': 3, 'N2': 16, 'vocabulary': 7, 'length': 19, 'volume': 53.339743519094476, 'difficulty': 1.3333333333333333, 'effort': 71.1196580254593, 'time': 3.951092112525517, 'bugs': 0.017779914506364826}",100,5,0,0,0,1,1,0
solution_746.py,0,"{'h1': 1, 'h2': 17, 'N1': 4, 'N2': 34, 'vocabulary': 18, 'length': 38, 'volume': 158.45715005480787, 'difficulty': 1.0, 'effort': 158.45715005480787, 'time': 8.803175003044881, 'bugs': 0.05281905001826929}",100,11,0,0,0,0,0,0
solution_747.py,1,"{'h1': 1, 'h2': 18, 'N1': 1, 'N2': 29, 'vocabulary': 19, 'length': 30, 'volume': 127.43782540330756, 'difficulty': 0.8055555555555556, 'effort': 102.65824824155331, 'time': 5.7032360134196285, 'bugs': 0.042479275134435855}",100,15,0,2,0,2,1,0
solution_748.py,0,"{'h1': 1, 'h2': 10, 'N1': 3, 'N2': 19, 'vocabulary': 11, 'length': 22, 'volume': 76.10749561002054, 'difficulty': 0.95, 'effort': 72.30212082951951, 'time': 4.016784490528861, 'bugs': 0.025369165203340177}",100,9,0,0,0,1,1,0
solution_749.py,1,"{'h1': 1, 'h2': 19, 'N1': 7, 'N2': 20, 'vocabulary': 20, 'length': 27, 'volume': 116.69205856195879, 'difficulty': 0.5263157894736842, 'effort': 61.41687292734673, 'time': 3.4120484959637074, 'bugs': 0.03889735285398626}",100,10,0,0,0,1,1,0
solution_75.py,0,"{'h1': 2, 'h2': 9, 'N1': 2, 'N2': 15, 'vocabulary': 11, 'length': 17, 'volume': 58.81033751683405, 'difficulty': 1.6666666666666667, 'effort': 98.01722919472343, 'time': 5.445401621929079, 'bugs': 0.019603445838944685}",80.7831177,6,0,0,0,1,1,0
solution_750.py,0,"{'h1': 1, 'h2': 15, 'N1': 6, 'N2': 36, 'vocabulary': 16, 'length': 42, 'volume': 168.0, 'difficulty': 1.2, 'effort': 201.6, 'time': 11.2, 'bugs': 0.056}",100,13,0,0,0,1,1,0
solution_751.py,0,"{'h1': 1, 'h2': 8, 'N1': 2, 'N2': 11, 'vocabulary': 9, 'length': 13, 'volume': 41.209025018750054, 'difficulty': 0.6875, 'effort': 28.331204700390664, 'time': 1.5739558166883703, 'bugs': 0.013736341672916685}",100,33,0,0,0,1,1,0
solution_752.py,0,"{'h1': 4, 'h2': 24, 'N1': 12, 'N2': 48, 'vocabulary': 28, 'length': 60, 'volume': 288.44129532345625, 'difficulty': 4.0, 'effort': 1153.765181293825, 'time': 64.09806562743472, 'bugs': 0.09614709844115209}",64.02031445,15,0,0,0,2,1,0
solution_753.py,0,"{'h1': 1, 'h2': 13, 'N1': 3, 'N2': 38, 'vocabulary': 14, 'length': 41, 'volume': 156.10155180436178, 'difficulty': 1.4615384615384615, 'effort': 228.14842186791336, 'time': 12.674912325995187, 'bugs': 0.05203385060145393}",100,10,0,0,0,1,1,0
solution_754.py,0,"{'h1': 2, 'h2': 11, 'N1': 3, 'N2': 22, 'vocabulary': 13, 'length': 25, 'volume': 92.5109929535273, 'difficulty': 2.0, 'effort': 185.0219859070546, 'time': 10.27899921705859, 'bugs': 0.030836997651175767}",76.04177279,6,0,0,0,1,1,0
solution_755.py,0,"{'h1': 2, 'h2': 7, 'N1': 3, 'N2': 12, 'vocabulary': 9, 'length': 15, 'volume': 47.548875021634686, 'difficulty': 1.7142857142857142, 'effort': 81.51235717994517, 'time': 4.528464287774732, 'bugs': 0.01584962500721156}",74.39407942,5,0,0,0,0,0,0
solution_756.py,2,"{'h1': 1, 'h2': 15, 'N1': 1, 'N2': 26, 'vocabulary': 16, 'length': 27, 'volume': 108.0, 'difficulty': 0.8666666666666667, 'effort': 93.60000000000001, 'time': 5.2, 'bugs': 0.036}",100,13,0,1,0,0,0,0
solution_757.py,4,"{'h1': 4, 'h2': 23, 'N1': 9, 'N2': 54, 'vocabulary': 27, 'length': 63, 'volume': 299.5579126362985, 'difficulty': 4.695652173913044, 'effort': 1406.6197636834888, 'time': 78.14554242686049, 'bugs': 0.09985263754543283}",62.59859188,17,0,3,0,0,0,0
solution_758.py,0,"{'h1': 1, 'h2': 18, 'N1': 3, 'N2': 35, 'vocabulary': 19, 'length': 38, 'volume': 161.42124551085624, 'difficulty': 0.9722222222222222, 'effort': 156.93732202444357, 'time': 8.718740112469087, 'bugs': 0.05380708183695208}",100,9,0,0,0,1,1,0
solution_759.py,1,"{'h1': 1, 'h2': 20, 'N1': 2, 'N2': 30, 'vocabulary': 21, 'length': 32, 'volume': 140.55415752892034, 'difficulty': 0.75, 'effort': 105.41561814669026, 'time': 5.856423230371681, 'bugs': 0.04685138584297345}",100,18,0,1,0,1,1,0
solution_76.py,0,"{'h1': 2, 'h2': 7, 'N1': 5, 'N2': 17, 'vocabulary': 9, 'length': 22, 'volume': 69.73835003173087, 'difficulty': 2.4285714285714284, 'effort': 169.36456436277496, 'time': 9.40914246459861, 'bugs': 0.023246116677243626}",77.14026318,6,0,0,0,1,1,0
solution_760.py,0,"{'h1': 1, 'h2': 18, 'N1': 6, 'N2': 33, 'vocabulary': 19, 'length': 39, 'volume': 165.66917302429982, 'difficulty': 0.9166666666666666, 'effort': 151.86340860560816, 'time': 8.436856033644897, 'bugs': 0.05522305767476661}",100,18,0.05,0,0,1,1,0
solution_761.py,0,"{'h1': 1, 'h2': 9, 'N1': 2, 'N2': 12, 'vocabulary': 10, 'length': 14, 'volume': 46.50699332842307, 'difficulty': 0.6666666666666666, 'effort': 31.004662218948713, 'time': 1.7224812343860396, 'bugs': 0.015502331109474358}",100,31,0,0,0,1,1,0
solution_762.py,0,"{'h1': 1, 'h2': 10, 'N1': 1, 'N2': 17, 'vocabulary': 11, 'length': 18, 'volume': 62.26976913547135, 'difficulty': 0.85, 'effort': 52.92930376515065, 'time': 2.940516875841703, 'bugs': 0.020756589711823783}",100,6,0,0,0,1,1,0
solution_763.py,0,"{'h1': 1, 'h2': 24, 'N1': 2, 'N2': 34, 'vocabulary': 25, 'length': 36, 'volume': 167.17882283189007, 'difficulty': 0.7083333333333334, 'effort': 118.41833283925547, 'time': 6.578796268847526, 'bugs': 0.05572627427729669}",100,11,0,0,0,1,1,0
solution_764.py,0,"{'h1': 1, 'h2': 10, 'N1': 2, 'N2': 18, 'vocabulary': 11, 'length': 20, 'volume': 69.18863237274594, 'difficulty': 0.9, 'effort': 62.26976913547135, 'time': 3.4594316186372973, 'bugs': 0.02306287745758198}",100,7,0,0,0,1,1,0
solution_765.py,1,"{'h1': 4, 'h2': 18, 'N1': 5, 'N2': 26, 'vocabulary': 22, 'length': 31, 'volume': 138.24238017775622, 'difficulty': 2.888888888888889, 'effort': 399.3668760690735, 'time': 22.187048670504083, 'bugs': 0.046080793392585404}",71.99368311,8,0,2,0,1,1,0
solution_766.py,0,"{'h1': 1, 'h2': 9, 'N1': 2, 'N2': 18, 'vocabulary': 10, 'length': 20, 'volume': 66.43856189774725, 'difficulty': 1.0, 'effort': 66.43856189774725, 'time': 3.691031216541514, 'bugs': 0.02214618729924908}",100,7,0,0,0,1,1,0
solution_767.py,0,"{'h1': 1, 'h2': 9, 'N1': 1, 'N2': 12, 'vocabulary': 10, 'length': 13, 'volume': 43.18506523353571, 'difficulty': 0.6666666666666666, 'effort': 28.790043489023805, 'time': 1.5994468605013226, 'bugs': 0.014395021744511903}",100,4,0,0,0,1,1,0
solution_768.py,0,"{'h1': 2, 'h2': 7, 'N1': 4, 'N2': 14, 'vocabulary': 9, 'length': 18, 'volume': 57.05865002596162, 'difficulty': 2.0, 'effort': 114.11730005192324, 'time': 6.339850002884624, 'bugs': 0.019019550008653872}",82.24754425,4,0,0,0,0,0,0
solution_769.py,0,"{'h1': 2, 'h2': 13, 'N1': 5, 'N2': 27, 'vocabulary': 15, 'length': 32, 'volume': 125.0204990594726, 'difficulty': 2.076923076923077, 'effort': 259.6579595850585, 'time': 14.425442199169916, 'bugs': 0.04167349968649087}",74.71072374,10,0,0,0,1,1,0
solution_77.py,0,"{'h1': 2, 'h2': 16, 'N1': 4, 'N2': 24, 'vocabulary': 18, 'length': 28, 'volume': 116.75790004038474, 'difficulty': 1.5, 'effort': 175.1368500605771, 'time': 9.729825003365395, 'bugs': 0.03891930001346158}",74.30834038,8,0,0,0,1,1,0
solution_770.py,0,"{'h1': 4, 'h2': 20, 'N1': 10, 'N2': 53, 'vocabulary': 24, 'length': 63, 'volume': 288.85263754543286, 'difficulty': 5.3, 'effort': 1530.9189789907941, 'time': 85.05105438837745, 'bugs': 0.09628421251514428}",64.37078436,14,0,0,0,0,0,0
solution_771.py,0,"{'h1': 1, 'h2': 15, 'N1': 1, 'N2': 28, 'vocabulary': 16, 'length': 29, 'volume': 116.0, 'difficulty': 0.9333333333333333, 'effort': 108.26666666666667, 'time': 6.014814814814815, 'bugs': 0.03866666666666667}",100,10,0.090909091,0,0,1,1,0
solution_772.py,4,"{'h1': 2, 'h2': 8, 'N1': 4, 'N2': 12, 'vocabulary': 10, 'length': 16, 'volume': 53.150849518197795, 'difficulty': 1.5, 'effort': 79.7262742772967, 'time': 4.4292374598498165, 'bugs': 0.017716949839399265}",75.15517382,8,0,4,0,0,0,0
solution_773.py,1,"{'h1': 1, 'h2': 31, 'N1': 3, 'N2': 40, 'vocabulary': 32, 'length': 43, 'volume': 215.0, 'difficulty': 0.6451612903225806, 'effort': 138.70967741935485, 'time': 7.706093189964158, 'bugs': 0.07166666666666667}",100,15,0,1,0,2,1,0
solution_774.py,0,"{'h1': 2, 'h2': 23, 'N1': 5, 'N2': 42, 'vocabulary': 25, 'length': 47, 'volume': 218.26124091941205, 'difficulty': 1.826086956521739, 'effort': 398.5640051571872, 'time': 22.142444730954843, 'bugs': 0.07275374697313734}",70.69012902,12,0,0,0,1,1,0
solution_775.py,0,"{'h1': 2, 'h2': 11, 'N1': 3, 'N2': 23, 'vocabulary': 13, 'length': 26, 'volume': 96.21143267166839, 'difficulty': 2.090909090909091, 'effort': 201.16935922257935, 'time': 11.17607551236552, 'bugs': 0.032070477557222796}",91.71071033,8,0.111111111,0,0,1,1,0
solution_776.py,1,"{'h1': 3, 'h2': 18, 'N1': 6, 'N2': 39, 'vocabulary': 21, 'length': 45, 'volume': 197.65428402504423, 'difficulty': 3.25, 'effort': 642.3764230813938, 'time': 35.68757906007743, 'bugs': 0.0658847613416814}",68.48190438,10,0,2,0,0,0,0
solution_777.py,0,"{'h1': 2, 'h2': 10, 'N1': 3, 'N2': 15, 'vocabulary': 12, 'length': 18, 'volume': 64.5293250129808, 'difficulty': 1.5, 'effort': 96.79398751947122, 'time': 5.377443751081734, 'bugs': 0.021509775004326936}",79.74234271,5,0,0,0,2,1,0
solution_778.py,0,"{'h1': 1, 'h2': 4, 'N1': 1, 'N2': 5, 'vocabulary': 5, 'length': 6, 'volume': 13.931568569324174, 'difficulty': 0.625, 'effort': 8.707230355827608, 'time': 0.48373501976820044, 'bugs': 0.004643856189774725}",100,4,0,0,0,2,1,0
solution_779.py,0,"{'h1': 4, 'h2': 13, 'N1': 16, 'N2': 43, 'vocabulary': 17, 'length': 59, 'volume': 241.16030763377, 'difficulty': 6.615384615384615, 'effort': 1595.368188961863, 'time': 88.63156605343684, 'bugs': 0.08038676921125666}",59.79059962,16,0,0,0,0,0,0
solution_78.py,0,"{'h1': 1, 'h2': 7, 'N1': 2, 'N2': 9, 'vocabulary': 8, 'length': 11, 'volume': 33.0, 'difficulty': 0.6428571428571429, 'effort': 21.214285714285715, 'time': 1.1785714285714286, 'bugs': 0.011}",100,5,0,0,0,2,1,0
solution_780.py,0,"{'h1': 2, 'h2': 15, 'N1': 3, 'N2': 23, 'vocabulary': 17, 'length': 26, 'volume': 106.27403387250882, 'difficulty': 1.5333333333333334, 'effort': 162.95351860451353, 'time': 9.052973255806307, 'bugs': 0.03542467795750294}",76.68921391,7,0,0,0,1,1,0
solution_781.py,2,"{'h1': 3, 'h2': 18, 'N1': 5, 'N2': 27, 'vocabulary': 21, 'length': 32, 'volume': 140.55415752892034, 'difficulty': 2.25, 'effort': 316.24685444007076, 'time': 17.569269691115043, 'bugs': 0.04685138584297345}",74.17383746,9,0,1,0,0,0,0
solution_782.py,2,"{'h1': 2, 'h2': 24, 'N1': 7, 'N2': 43, 'vocabulary': 26, 'length': 50, 'volume': 235.02198590705459, 'difficulty': 1.7916666666666667, 'effort': 421.08105808347284, 'time': 23.39339211574849, 'bugs': 0.07834066196901819}",83.20139911,16,0.058823529,1,0,3,1,0
solution_783.py,0,"{'h1': 1, 'h2': 5, 'N1': 2, 'N2': 9, 'vocabulary': 6, 'length': 11, 'volume': 28.43458750793272, 'difficulty': 0.9, 'effort': 25.591128757139447, 'time': 1.421729375396636, 'bugs': 0.009478195835977574}",100,12,0,0,0,1,1,0
solution_784.py,0,"{'h1': 1, 'h2': 8, 'N1': 2, 'N2': 10, 'vocabulary': 9, 'length': 12, 'volume': 38.039100017307746, 'difficulty': 0.625, 'effort': 23.774437510817343, 'time': 1.3208020839342969, 'bugs': 0.012679700005769248}",100,5,0,0,0,2,1,0
solution_785.py,0,"{'h1': 3, 'h2': 36, 'N1': 3, 'N2': 55, 'vocabulary': 39, 'length': 58, 'volume': 306.5533286940104, 'difficulty': 2.2916666666666665, 'effort': 702.5180449237738, 'time': 39.02878027354299, 'bugs': 0.10218444289800348}",71.58293128,16,0,0,0,1,1,0
solution_786.py,0,"{'h1': 4, 'h2': 20, 'N1': 11, 'N2': 42, 'vocabulary': 24, 'length': 53, 'volume': 243.00301253822127, 'difficulty': 4.2, 'effort': 1020.6126526605294, 'time': 56.70070292558497, 'bugs': 0.08100100417940709}",64.67393113,14,0,0,0,2,1,0
solution_787.py,0,"{'h1': 1, 'h2': 9, 'N1': 2, 'N2': 11, 'vocabulary': 10, 'length': 13, 'volume': 43.18506523353571, 'difficulty': 0.6111111111111112, 'effort': 26.390873198271823, 'time': 1.4661596221262123, 'bugs': 0.014395021744511903}",100,5,0,0,0,2,1,0
solution_788.py,5,"{'h1': 1, 'h2': 18, 'N1': 3, 'N2': 34, 'vocabulary': 19, 'length': 37, 'volume': 157.17331799741265, 'difficulty': 0.9444444444444444, 'effort': 148.4414669975564, 'time': 8.246748166530912, 'bugs': 0.05239110599913755}",100,9,0,1,0,0,0,0
solution_789.py,0,"{'h1': 1, 'h2': 39, 'N1': 2, 'N2': 53, 'vocabulary': 40, 'length': 55, 'volume': 292.70604521880495, 'difficulty': 0.6794871794871795, 'effort': 198.8900050845726, 'time': 11.0494447269207, 'bugs': 0.09756868173960165}",100,14,0,0,0,2,1,0
solution_79.py,0,"{'h1': 3, 'h2': 18, 'N1': 5, 'N2': 33, 'vocabulary': 21, 'length': 38, 'volume': 166.9080620655929, 'difficulty': 2.75, 'effort': 458.99717068038046, 'time': 25.49984281557669, 'bugs': 0.05563602068853097}",70.49509176,12,0,0,0,1,1,0
solution_790.py,1,"{'h1': 1, 'h2': 24, 'N1': 3, 'N2': 51, 'vocabulary': 25, 'length': 54, 'volume': 250.76823424783512, 'difficulty': 1.0625, 'effort': 266.4412488883248, 'time': 14.802291604906934, 'bugs': 0.08358941141594504}",100,13,0,1,0,0,0,0
solution_791.py,9,"{'h1': 7, 'h2': 21, 'N1': 20, 'N2': 61, 'vocabulary': 28, 'length': 81, 'volume': 389.3957486866659, 'difficulty': 10.166666666666666, 'effort': 3958.8567783144367, 'time': 219.9364876841354, 'bugs': 0.1297985828955553}",54.66294129,22,0,2,0,0,0,0
solution_792.py,0,"{'h1': 1, 'h2': 11, 'N1': 3, 'N2': 15, 'vocabulary': 12, 'length': 18, 'volume': 64.5293250129808, 'difficulty': 0.6818181818181818, 'effort': 43.99726705430509, 'time': 2.4442926141280608, 'bugs': 0.021509775004326936}",100,7,0,0,0,2,1,0
solution_793.py,0,"{'h1': 1, 'h2': 16, 'N1': 3, 'N2': 23, 'vocabulary': 17, 'length': 26, 'volume': 106.27403387250882, 'difficulty': 0.71875, 'effort': 76.38446184586572, 'time': 4.243581213659207, 'bugs': 0.03542467795750294}",100,5,0,0,0,1,1,0
solution_794.py,1,"{'h1': 3, 'h2': 17, 'N1': 5, 'N2': 29, 'vocabulary': 20, 'length': 34, 'volume': 146.94555522617034, 'difficulty': 2.5588235294117645, 'effort': 376.0077442552006, 'time': 20.88931912528892, 'bugs': 0.048981851742056784}",70.24428764,8,0,1,0,0,0,0
solution_795.py,0,"{'h1': 2, 'h2': 11, 'N1': 6, 'N2': 38, 'vocabulary': 13, 'length': 44, 'volume': 162.81934759820805, 'difficulty': 3.4545454545454546, 'effort': 562.466837157446, 'time': 31.24815761985811, 'bugs': 0.05427311586606935}",67.55567369,13,0,0,0,1,1,0
solution_796.py,0,"{'h1': 1, 'h2': 16, 'N1': 2, 'N2': 20, 'vocabulary': 17, 'length': 22, 'volume': 89.92418250750745, 'difficulty': 0.625, 'effort': 56.20261406719216, 'time': 3.122367448177342, 'bugs': 0.029974727502502484}",100,4,0,0,0,1,1,0
solution_797.py,0,"{'h1': 1, 'h2': 12, 'N1': 2, 'N2': 18, 'vocabulary': 13, 'length': 20, 'volume': 74.00879436282185, 'difficulty': 0.75, 'effort': 55.506595772116384, 'time': 3.083699765117577, 'bugs': 0.024669598120940616}",100,8,0,0,0,2,1,0
solution_798.py,0,"{'h1': 1, 'h2': 20, 'N1': 1, 'N2': 34, 'vocabulary': 21, 'length': 35, 'volume': 153.73110979725664, 'difficulty': 0.85, 'effort': 130.67144332766813, 'time': 7.259524629314896, 'bugs': 0.05124370326575221}",100,12,0,0,0,1,1,0
solution_799.py,0,"{'h1': 2, 'h2': 12, 'N1': 3, 'N2': 23, 'vocabulary': 14, 'length': 26, 'volume': 98.99122797349771, 'difficulty': 1.9166666666666667, 'effort': 189.73318694920397, 'time': 10.54073260828911, 'bugs': 0.03299707599116591}",75.15517382,6,0,0,0,0,0,0
solution_8.py,11,"{'h1': 4, 'h2': 35, 'N1': 16, 'N2': 106, 'vocabulary': 39, 'length': 122, 'volume': 644.8190707011944, 'difficulty': 6.057142857142857, 'effort': 3905.7612282472346, 'time': 216.98673490262414, 'bugs': 0.21493969023373147}",64.19898448,39,0.046511628,3,0,1,1,0
solution_80.py,0,"{'h1': 1, 'h2': 10, 'N1': 1, 'N2': 18, 'vocabulary': 11, 'length': 19, 'volume': 65.72920075410865, 'difficulty': 0.9, 'effort': 59.15628067869778, 'time': 3.2864600377054325, 'bugs': 0.02190973358470288}",100,6,0,0,0,1,1,0
solution_800.py,0,"{'h1': 1, 'h2': 12, 'N1': 3, 'N2': 25, 'vocabulary': 13, 'length': 28, 'volume': 103.61231210795059, 'difficulty': 1.0416666666666667, 'effort': 107.9294917791152, 'time': 5.9960828766175105, 'bugs': 0.03453743736931686}",100,10,0,0,0,1,1,0
solution_801.py,0,"{'h1': 2, 'h2': 8, 'N1': 2, 'N2': 10, 'vocabulary': 10, 'length': 12, 'volume': 39.86313713864835, 'difficulty': 1.25, 'effort': 49.82892142331043, 'time': 2.7682734124061352, 'bugs': 0.01328771237954945}",87.3497752,3,0,0,0,1,1,0
solution_802.py,0,"{'h1': 1, 'h2': 13, 'N1': 2, 'N2': 23, 'vocabulary': 14, 'length': 25, 'volume': 95.1838730514401, 'difficulty': 0.8846153846153846, 'effort': 84.20111846858163, 'time': 4.6778399149212015, 'bugs': 0.03172795768381337}",100,7,0,0,0,1,1,0
solution_803.py,1,"{'h1': 1, 'h2': 26, 'N1': 3, 'N2': 37, 'vocabulary': 27, 'length': 40, 'volume': 190.19550008653874, 'difficulty': 0.7115384615384616, 'effort': 135.33141352311412, 'time': 7.518411862395229, 'bugs': 0.06339850002884624}",100,15,0,1,0,2,1,0
solution_804.py,0,"{'h1': 1, 'h2': 7, 'N1': 2, 'N2': 11, 'vocabulary': 8, 'length': 13, 'volume': 39.0, 'difficulty': 0.7857142857142857, 'effort': 30.642857142857142, 'time': 1.7023809523809523, 'bugs': 0.013}",100,6,0,0,0,1,1,0
solution_805.py,4,"{'h1': 7, 'h2': 16, 'N1': 11, 'N2': 34, 'vocabulary': 23, 'length': 45, 'volume': 203.5602880225656, 'difficulty': 7.4375, 'effort': 1513.9796421678316, 'time': 84.10998012043508, 'bugs': 0.0678534293408552}",62.44693855,12,0,0,0,0,0,0
solution_806.py,5,"{'h1': 6, 'h2': 19, 'N1': 9, 'N2': 68, 'vocabulary': 25, 'length': 77, 'volume': 357.5769266126538, 'difficulty': 10.736842105263158, 'effort': 3839.2470015253352, 'time': 213.29150008474085, 'bugs': 0.1191923088708846}",61.24959108,18,0,1,0,0,0,0
solution_807.py,0,"{'h1': 0, 'h2': 6, 'N1': 0, 'N2': 6, 'vocabulary': 6, 'length': 6, 'volume': 15.509775004326936, 'difficulty': 0.0, 'effort': 0.0, 'time': 0.0, 'bugs': 0.005169925001442312}",100,2,0,0,0,1,1,0
solution_808.py,1,"{'h1': 1, 'h2': 28, 'N1': 4, 'N2': 81, 'vocabulary': 29, 'length': 85, 'volume': 412.9283845858436, 'difficulty': 1.4464285714285714, 'effort': 597.2714134188095, 'time': 33.181745189933864, 'bugs': 0.13764279486194786}",100,26,0.037037037,2,0,2,1,0
solution_809.py,3,"{'h1': 2, 'h2': 28, 'N1': 8, 'N2': 57, 'vocabulary': 30, 'length': 65, 'volume': 318.9478887145537, 'difficulty': 2.0357142857142856, 'effort': 649.2867734546271, 'time': 36.07148741414595, 'bugs': 0.10631596290485124}",66.96046125,17,0,1,0,2,1,0
solution_81.py,0,"{'h1': 1, 'h2': 9, 'N1': 2, 'N2': 17, 'vocabulary': 10, 'length': 19, 'volume': 63.11663380285988, 'difficulty': 0.9444444444444444, 'effort': 59.610154147145444, 'time': 3.311675230396969, 'bugs': 0.021038877934286628}",100,7,0,0,0,1,1,0
solution_810.py,1,"{'h1': 2, 'h2': 11, 'N1': 2, 'N2': 32, 'vocabulary': 13, 'length': 34, 'volume': 125.81495041679713, 'difficulty': 2.909090909090909, 'effort': 366.007128485228, 'time': 20.333729360290445, 'bugs': 0.04193831680559904}",78.14958878,6,0,1,0,0,0,0
solution_811.py,0,"{'h1': 1, 'h2': 11, 'N1': 2, 'N2': 14, 'vocabulary': 12, 'length': 16, 'volume': 57.3594000115385, 'difficulty': 0.6363636363636364, 'effort': 36.50143637097904, 'time': 2.0278575761655024, 'bugs': 0.019119800003846166}",100,5,0,0,0,2,1,0
solution_812.py,1,"{'h1': 1, 'h2': 22, 'N1': 3, 'N2': 36, 'vocabulary': 23, 'length': 39, 'volume': 176.41891628622352, 'difficulty': 0.8181818181818182, 'effort': 144.34274968872833, 'time': 8.019041649373797, 'bugs': 0.05880630542874117}",100,10,0,1,0,1,1,0
solution_813.py,3,"{'h1': 1, 'h2': 22, 'N1': 5, 'N2': 51, 'vocabulary': 23, 'length': 56, 'volume': 253.31946953919274, 'difficulty': 1.1590909090909092, 'effort': 293.6202942386098, 'time': 16.312238568811654, 'bugs': 0.08443982317973091}",100,15,0,2,0,0,0,0
solution_814.py,1,"{'h1': 1, 'h2': 13, 'N1': 2, 'N2': 28, 'vocabulary': 14, 'length': 30, 'volume': 114.22064766172812, 'difficulty': 1.0769230769230769, 'effort': 123.00685132801489, 'time': 6.833713962667494, 'bugs': 0.03807354922057604}",100,9,0,2,0,0,0,0
solution_815.py,3,"{'h1': 4, 'h2': 28, 'N1': 12, 'N2': 55, 'vocabulary': 32, 'length': 67, 'volume': 335.0, 'difficulty': 3.9285714285714284, 'effort': 1316.0714285714284, 'time': 73.11507936507935, 'bugs': 0.11166666666666666}",59.96773777,19,0,1,0,2,1,0
solution_816.py,0,"{'h1': 1, 'h2': 11, 'N1': 3, 'N2': 19, 'vocabulary': 12, 'length': 22, 'volume': 78.86917501586544, 'difficulty': 0.8636363636363636, 'effort': 68.11428751370197, 'time': 3.784127084094554, 'bugs': 0.026289725005288478}",100,8,0.111111111,0,0,1,1,0
solution_817.py,0,"{'h1': 1, 'h2': 14, 'N1': 1, 'N2': 20, 'vocabulary': 15, 'length': 21, 'volume': 82.0447025077789, 'difficulty': 0.7142857142857143, 'effort': 58.60335893412778, 'time': 3.255742163007099, 'bugs': 0.02734823416925963}",100,8,0,0,0,1,1,0
solution_818.py,0,"{'h1': 1, 'h2': 22, 'N1': 6, 'N2': 47, 'vocabulary': 23, 'length': 53, 'volume': 239.7487836710217, 'difficulty': 1.0681818181818181, 'effort': 256.09529164859134, 'time': 14.227516202699519, 'bugs': 0.0799162612236739}",100,14,0,0,0,2,1,0
